Date,Total_Equity
2025-05-01,35710800.12001402
2025-05-02,35994980.16501402
2025-05-05,35996364.325014025
2025-05-06,35563022.052956015
2025-05-07,35567121.75911154
2025-05-08,35983207.549111545
2025-05-09,35878888.41411155
2025-05-12,36923488.912911534
2025-05-13,37163487.189586416
2025-05-14,37093534.42086373
2025-05-15,36956774.53086373
2025-05-16,36984912.590863734
2025-05-19,36900660.76586374
2025-05-20,36930808.303540036
2025-05-21,36036298.22917755
2025-05-22,36043189.57917756
2025-05-23,35827462.31917755
2025-05-27,36475512.33917755
2025-05-28,36219670.404319726
2025-05-29,36258834.72009933
2025-05-30,36083930.59769933
2025-06-02,36035914.59969933
2025-06-03,36349236.90992476
2025-06-04,36289048.25712475
2025-06-05,36109168.55540525
2025-06-06,36305663.09720525
2025-06-09,36443469.48540525
2025-06-10,36346928.99900691
2025-06-11,36203434.014506906
2025-06-12,36136934.14556199
2025-06-13,35922182.873062
2025-06-16,36169893.16056199
2025-06-17,35782039.33971381
2025-06-18,35678978.30080232
2025-06-20,35687348.609829165
2025-06-23,35972530.44232917
2025-06-24,36316106.37584678
2025-06-25,36092704.968346775
2025-06-26,36359287.026431754
2025-06-27,36400804.57643175
2025-06-30,36419553.21643175
2025-07-01,36991081.9604321
2025-07-02,37194537.6304321
2025-07-03,37314896.00412818
2025-07-07,37033555.054128185
2025-07-08,37334319.52419388
2025-07-09,37399572.14919388
2025-07-10,37310231.55288139
2025-07-11,37090563.37288138
2025-07-14,37277820.95288139
2025-07-15,36942012.10285898
2025-07-16,37131375.25545898
2025-07-17,37082350.9672211
2025-07-18,37006833.8522211
2025-07-21,36926292.14222111
2025-07-22,37266965.041067086
2025-07-23,37556353.822406396
2025-07-24,36938370.9174064
2025-07-25,37109712.2124064
2025-07-28,37077571.3524064
2025-07-29,36919333.894915834
2025-07-30,36847213.762313694
2025-07-31,36643174.9673137
2025-08-01,36000295.99731369
2025-08-04,36207478.55685874
2025-08-05,35962271.31420462
2025-08-06,35863611.14554599
2025-08-07,35931333.03554599
2025-08-08,35987882.84554599
2025-08-11,35998987.07554599
2025-08-12,36629000.557880424
2025-08-13,37063511.61969921
2025-08-14,36731804.39350284
2025-08-15,36803338.06850284
2025-08-18,36908551.40350284
2025-08-19,36694699.74836528
2025-08-20,36675951.40097302
2025-08-21,36674159.610973015
2025-08-22,37501091.20097302
2025-08-25,37188312.65097302
2025-08-26,37277656.76236387
2025-08-27,37123767.37212351
2025-08-28,37103987.38989951
2025-08-29,36862699.31989951
2025-09-02,36713461.69489951
2025-09-03,36502737.66047308
2025-09-04,36787922.71267816
2025-09-05,36906847.19267816
2025-09-08,36946912.32267816
2025-09-09,36968335.27559086
2025-09-10,36963659.42559086
2025-09-11,37479473.64300456
2025-09-12,37136131.47800456
2025-09-15,37082167.19800456
